Annual Income,Loan Amount,Credit Score,Number of Loans,Employment Status,Employment Encoded,Missed Payments,Default
44796.74,6508.73,707,2,Employed,0,2,0
42648.83,13410.43,688,0,Self-Employed,1,1,0
51872.38,14097.41,652,4,Unemployed,2,1,0
31613.99,14313.61,702,2,Unemployed,2,2,1
35638.6,10386.13,616,4,Employed,0,1,0
43329.01,13713.06,754,1,Employed,0,0,0
30585.81,12426.59,635,0,Unemployed,2,0,0
59771.06,9747.23,626,2,Unemployed,2,2,1
35414.79,7612.39,597,1,Unemployed,2,1,0
54435.96,10705.75,644,2,Self-Employed,1,0,0
34493.96,11729.96,732,2,Employed,0,0,0
53450.37,14747.34,708,1,Unemployed,2,0,0
25693.82,11874.01,597,0,Unemployed,2,0,0
61903.38,9951.81,774,3,Employed,0,1,0
58621.6,14147.3,653,4,Employed,0,0,0
38369.0,11709.79,609,1,Self-Employed,1,2,0
35092.31,9220.44,687,2,Unemployed,2,0,0
50493.63,13362.97,689,4,Unemployed,2,0,0
26686.73,14672.49,645,2,Self-Employed,1,0,0
45417.03,11643.8,621,0,Employed,0,1,0
35308.94,18599.83,666,0,Self-Employed,1,1,1
41948.28,16942.3,660,1,Self-Employed,1,1,0
37273.81,14085.4,633,1,Self-Employed,1,1,0
35419.58,10540.12,718,1,Unemployed,2,0,0
65457.53,4719.58,705,3,Unemployed,2,2,1
54366.52,7133.91,745,4,Self-Employed,1,3,0
27241.64,15560.84,656,2,Employed,0,1,1
34490.24,8304.87,643,1,Self-Employed,1,1,0
55289.39,13640.43,689,4,Unemployed,2,1,0
56624.24,8424.39,650,2,Employed,0,0,0
28379.01,11276.71,654,0,Unemployed,2,0,0
53383.26,10078.4,688,0,Self-Employed,1,1,0
48180.35,15345.59,609,4,Unemployed,2,1,0
21699.96,15626.11,622,4,Employed,0,1,1
40161.63,5531.15,749,0,Unemployed,2,0,0
43366.04,17397.86,704,2,Self-Employed,1,0,0
45581.9,10953.04,510,3,Employed,0,1,0
29153.01,16343.4,612,0,Unemployed,2,3,1
35843.81,17261.54,731,3,Employed,0,0,1
37524.68,9745.0,620,4,Self-Employed,1,0,0
38571.89,18480.17,639,1,Self-Employed,1,1,1
38772.03,4846.22,613,3,Unemployed,2,1,0
43408.41,7857.15,674,0,Unemployed,2,0,0
48715.64,10326.71,583,3,Unemployed,2,1,0
66290.71,7868.01,622,0,Employed,0,0,0
55450.67,6214.17,670,3,Employed,0,0,0
60802.36,16104.51,767,1,Employed,0,2,0
39230.93,10210.41,632,1,Employed,0,1,0
32952.92,12313.48,636,3,Employed,0,2,0
54617.1,14706.12,812,4,Employed,0,1,0
44805.47,16361.82,550,4,Employed,0,0,0
53763.81,18206.17,641,3,Employed,0,2,0
34412.4,8508.38,594,1,Self-Employed,1,2,0
52782.93,18188.94,603,3,Self-Employed,1,2,0
42897.01,12646.74,677,0,Employed,0,0,0
39469.19,12673.09,634,4,Unemployed,2,0,0
40598.93,10885.8,690,4,Self-Employed,1,2,0
50885.2,13235.26,678,0,Employed,0,3,0
54289.7,18174.81,578,3,Unemployed,2,0,0
40603.03,14629.96,573,3,Unemployed,2,1,0
49131.72,16395.31,688,4,Self-Employed,1,0,0
49089.8,8519.84,566,3,Employed,0,2,0
53860.04,10271.68,606,3,Self-Employed,1,0,0
56842.98,12330.34,661,3,Employed,0,1,0
66734.66,14017.3,694,4,Self-Employed,1,0,0
39417.96,13382.92,645,4,Unemployed,2,3,1
62520.12,19191.42,708,3,Employed,0,0,0
46404.89,9336.56,617,2,Employed,0,2,0
31862.39,13865.48,677,2,Unemployed,2,0,0
37194.19,14037.25,628,0,Self-Employed,1,0,0
50591.52,10396.64,688,4,Unemployed,2,2,1
53685.13,11740.06,634,3,Self-Employed,1,1,0
32804.79,9347.71,636,4,Employed,0,0,0
35833.39,13182.0,694,2,Employed,0,2,0
38602.6,6725.92,667,4,Self-Employed,1,1,0
34639.58,18766.21,596,2,Employed,0,0,1
22438.98,11024.02,774,0,Self-Employed,1,1,0
18368.24,9146.32,546,2,Self-Employed,1,2,0
40418.31,5050.33,571,1,Self-Employed,1,1,0
48024.95,10582.44,713,2,Unemployed,2,0,0
52867.03,11052.1,704,4,Unemployed,2,3,1
28651.99,13222.95,671,1,Self-Employed,1,1,0
28855.93,11161.4,633,1,Self-Employed,1,3,0
38664.86,23585.66,634,2,Self-Employed,1,1,1
45040.11,6919.03,657,1,Employed,0,3,0
57105.38,14456.02,640,0,Unemployed,2,1,0
53612.66,13623.9,614,1,Employed,0,1,0
40586.06,6608.95,663,2,Self-Employed,1,2,0
49321.86,10697.49,688,3,Employed,0,1,0
34877.53,21396.39,640,4,Self-Employed,1,0,1
45892.15,9906.95,692,2,Employed,0,0,0
44250.92,20082.43,639,4,Unemployed,2,0,0
61851.63,11557.35,628,3,Unemployed,2,1,0
50922.66,12129.92,656,0,Self-Employed,1,0,0
35750.58,10501.65,727,3,Self-Employed,1,1,0
35873.34,8028.97,676,0,Self-Employed,1,2,0
41002.9,7145.11,720,1,Employed,0,2,0
26226.41,9573.44,634,3,Self-Employed,1,1,0
42239.76,15010.47,667,3,Employed,0,0,0
43276.09,14164.91,699,4,Employed,0,3,0
50598.32,10517.21,618,0,Unemployed,2,1,0
52345.5,19517.12,573,4,Unemployed,2,1,0
46187.0,8628.08,587,1,Employed,0,0,0
25440.09,13830.96,694,3,Self-Employed,1,1,0
30347.44,6767.12,749,0,Employed,0,0,0
37738.74,13208.09,614,1,Self-Employed,1,1,0
52827.5,14060.15,610,4,Unemployed,2,1,0
52422.29,11213.62,771,2,Employed,0,0,0
42006.74,12178.87,536,4,Unemployed,2,3,1
73316.76,10092.98,710,0,Unemployed,2,2,1
63738.81,15722.13,675,0,Employed,0,0,0
59879.03,15499.98,653,4,Employed,0,1,0
53407.9,13753.28,656,3,Unemployed,2,2,1
50502.5,14801.29,660,4,Employed,0,1,0
49626.91,14211.3,656,3,Employed,0,2,0
23339.65,10358.06,673,3,Employed,0,1,0
32384.59,13423.76,560,4,Self-Employed,1,2,0
42334.36,15015.41,661,2,Unemployed,2,0,0
46534.47,11182.39,691,4,Unemployed,2,0,0
43506.52,14280.18,598,3,Unemployed,2,3,1
48267.32,6713.67,688,3,Unemployed,2,1,0
19760.39,7259.29,659,2,Self-Employed,1,1,0
51067.97,12332.14,612,4,Employed,0,0,0
45745.65,10750.18,600,3,Unemployed,2,0,0
42750.6,16402.22,595,1,Self-Employed,1,1,0
56127.74,11262.72,584,4,Self-Employed,1,1,0
32453.6,16594.51,588,1,Employed,0,1,1
42157.26,11895.34,641,1,Unemployed,2,1,0
48413.02,13404.33,679,4,Unemployed,2,1,0
34763.86,10315.23,762,0,Unemployed,2,0,0
20959.87,11518.89,655,4,Self-Employed,1,3,0
31163.52,9078.44,569,3,Unemployed,2,0,0
44223.35,7759.14,691,2,Unemployed,2,1,0
42011.76,15720.25,666,4,Employed,0,1,0
44780.81,16300.25,676,1,Employed,0,4,0
37088.68,15723.62,669,4,Unemployed,2,1,1
29252.83,16434.07,616,1,Self-Employed,1,0,1
46644.1,12864.11,678,2,Employed,0,0,0
43001.72,10241.75,680,4,Self-Employed,1,1,0
52654.02,9204.11,596,0,Unemployed,2,3,1
36027.78,4978.7,660,4,Employed,0,2,0
20749.78,14142.52,648,3,Unemployed,2,1,0
13746.48,12512.59,680,1,Employed,0,1,0
40182.37,13509.24,769,1,Employed,0,2,0
46534.91,14408.8,642,3,Self-Employed,1,2,0
42212.25,17549.62,717,4,Self-Employed,1,0,0
38218.19,10686.3,589,2,Unemployed,2,0,0
25903.41,13910.37,667,4,Self-Employed,1,2,0
22327.65,10011.79,656,3,Self-Employed,1,0,0
49407.3,5177.33,654,4,Employed,0,0,0
42268.79,11291.88,587,0,Employed,0,1,0
40637.78,17840.38,729,3,Self-Employed,1,1,0
26498.99,11265.07,683,0,Employed,0,3,0
33404.92,8449.59,650,0,Self-Employed,1,2,0
45541.25,13539.37,617,2,Employed,0,3,0
48415.39,15560.0,669,3,Unemployed,2,1,0
43029.12,14046.52,696,2,Employed,0,1,0
61550.99,17421.45,636,3,Unemployed,2,1,0
38094.07,8258.23,650,0,Unemployed,2,1,0
60442.46,17556.2,662,1,Self-Employed,1,2,0
47602.4,3788.07,599,4,Employed,0,2,0
46297.6,3877.87,569,1,Employed,0,1,0
56190.27,6147.95,611,3,Unemployed,2,1,0
37510.47,13920.79,599,1,Unemployed,2,2,1
41049.56,5964.71,656,2,Employed,0,0,0
30317.5,9446.72,700,3,Self-Employed,1,1,0
56222.55,10306.29,652,2,Self-Employed,1,0,0
49026.07,14985.35,611,3,Unemployed,2,1,0
58173.52,17112.57,611,3,Employed,0,1,0
47458.36,15608.3,630,3,Unemployed,2,3,1
58236.51,6276.87,719,3,Self-Employed,1,2,0
36032.53,12714.71,595,2,Employed,0,0,0
56846.88,10518.06,649,1,Employed,0,0,0
40226.22,11345.15,627,3,Employed,0,0,0
45030.38,11737.16,665,3,Unemployed,2,0,0
53740.27,10143.4,628,3,Self-Employed,1,1,0
72934.09,9097.0,649,1,Self-Employed,1,2,0
54840.63,10206.78,572,2,Self-Employed,1,1,0
55972.15,9234.66,581,1,Unemployed,2,0,0
38455.46,16065.05,637,0,Self-Employed,1,1,1
46883.98,11744.14,628,2,Self-Employed,1,1,0
43849.59,16041.19,643,2,Unemployed,2,1,0
61891.99,16371.88,648,4,Unemployed,2,2,1
43248.79,17542.73,680,1,Employed,0,0,0
60942.5,6968.63,618,2,Self-Employed,1,0,0
29380.24,13051.04,607,3,Employed,0,2,0
61785.33,7035.43,726,2,Employed,0,0,0
34663.19,19347.68,693,0,Employed,0,1,1
55246.61,14355.46,667,1,Unemployed,2,3,1
34628.03,10122.2,651,4,Employed,0,2,0
52420.17,10739.14,732,1,Employed,0,0,0
33448.95,15357.38,646,4,Unemployed,2,0,1
57437.77,10526.56,681,1,Self-Employed,1,1,0
55142.95,6571.28,695,1,Employed,0,1,0
37791.75,13798.76,729,1,Unemployed,2,2,1
51937.01,16931.66,721,3,Self-Employed,1,0,0
56369.19,11707.48,614,0,Employed,0,0,0
33920.17,15000.54,646,2,Employed,0,0,1
32591.97,9633.9,635,0,Self-Employed,1,1,0
32144.34,12503.53,604,3,Employed,0,0,0
30443.97,12399.42,636,0,Employed,0,1,0
32086.89,10598.82,582,3,Self-Employed,1,1,0
56097.46,8221.79,656,4,Self-Employed,1,0,0
51694.2,9081.4,513,0,Self-Employed,1,1,0
24647.97,9259.24,679,0,Employed,0,3,0
38878.0,10161.69,594,3,Self-Employed,1,5,1
31105.96,11452.97,591,4,Employed,0,1,0
55338.36,12577.89,690,2,Self-Employed,1,2,0
39604.25,12571.65,640,4,Self-Employed,1,1,0
26466.87,11589.84,630,2,Self-Employed,1,0,0
47041.98,12059.27,601,3,Self-Employed,1,2,0
52277.91,8573.52,612,0,Unemployed,2,0,0
33555.62,12764.01,710,4,Self-Employed,1,2,0
41821.01,5735.87,662,0,Employed,0,0,0
34171.25,7954.2,684,3,Employed,0,2,0
59928.57,7838.05,574,2,Employed,0,0,0
39823.7,9715.81,721,2,Self-Employed,1,1,0
36337.94,13156.99,627,4,Unemployed,2,1,0
44384.09,12697.74,589,0,Employed,0,2,0
42509.41,13092.93,627,3,Unemployed,2,2,1
53261.92,15235.78,690,0,Self-Employed,1,1,0
59592.57,12722.14,688,4,Self-Employed,1,1,0
59683.48,7972.2,596,2,Self-Employed,1,2,0
40417.11,12119.15,646,4,Self-Employed,1,1,0
48661.36,8267.83,625,2,Self-Employed,1,1,0
62862.0,10661.08,612,2,Employed,0,3,0
63323.99,13591.76,770,1,Employed,0,4,0
34489.13,11324.31,630,3,Self-Employed,1,0,0
52106.94,14571.16,719,3,Unemployed,2,2,1
50078.47,12033.38,652,0,Unemployed,2,0,0
56116.65,5942.97,638,0,Employed,0,0,0
59923.41,10421.02,722,4,Employed,0,0,0
32508.29,14541.32,731,0,Unemployed,2,1,0
36711.86,13826.07,637,0,Self-Employed,1,0,0
55891.31,7713.54,714,0,Unemployed,2,0,0
46776.37,10158.69,642,2,Employed,0,1,0
18273.11,12827.08,652,1,Unemployed,2,1,0
25004.61,9911.29,667,3,Unemployed,2,1,0
52950.88,10643.49,695,0,Unemployed,2,2,1
55069.33,12995.42,737,2,Employed,0,0,0
28806.15,19330.64,608,1,Unemployed,2,0,1
58190.01,13239.93,660,1,Employed,0,0,0
42634.23,14772.68,574,3,Employed,0,1,0
32730.31,8451.96,630,0,Self-Employed,1,0,0
38276.45,7020.33,661,0,Unemployed,2,1,0
30327.08,8498.29,628,4,Unemployed,2,0,0
37609.07,11298.1,696,4,Self-Employed,1,1,0
22573.22,12907.38,695,1,Employed,0,1,0
44114.0,13921.82,731,4,Employed,0,1,0
52045.42,15565.41,602,4,Unemployed,2,2,1
28830.9,17030.48,706,2,Unemployed,2,0,1
45204.24,3680.64,558,2,Self-Employed,1,0,0
35344.18,8076.1,634,2,Unemployed,2,1,0
53025.61,18653.47,616,0,Unemployed,2,1,0
17227.11,13396.35,683,1,Self-Employed,1,0,0
53542.67,11572.87,553,4,Employed,0,2,0
23186.92,3086.84,671,3,Employed,0,2,0
42480.72,6818.66,558,3,Unemployed,2,0,0
36492.98,15538.95,659,3,Employed,0,0,1
40671.56,10126.24,662,4,Self-Employed,1,0,0
26647.31,14179.06,635,4,Self-Employed,1,0,0
64921.65,10398.08,707,2,Unemployed,2,1,0
29561.24,20727.74,608,0,Employed,0,2,1
30508.16,11823.73,669,1,Self-Employed,1,1,0
66537.85,6040.25,655,3,Employed,0,0,0
48872.42,14321.6,727,3,Unemployed,2,1,0
29948.92,12299.35,569,3,Employed,0,1,0
43454.55,9509.71,729,1,Employed,0,1,0
42171.25,12802.15,711,0,Self-Employed,1,0,0
24748.19,16184.17,669,0,Employed,0,1,1
35900.85,11041.93,652,1,Employed,0,0,0
44683.43,8180.0,623,2,Unemployed,2,1,0
60197.01,12827.55,634,3,Self-Employed,1,0,0
42734.04,9431.93,618,1,Unemployed,2,0,0
43636.26,13310.54,589,4,Unemployed,2,0,0
35218.0,17068.0,684,2,Self-Employed,1,0,1
58150.69,7431.12,698,4,Unemployed,2,2,1
55827.86,4615.9,725,2,Self-Employed,1,2,0
54472.02,21170.35,644,3,Employed,0,0,0
46342.07,12531.67,692,0,Unemployed,2,1,0
25817.12,7014.13,560,0,Employed,0,0,0
58040.04,7994.67,644,0,Self-Employed,1,1,0
45687.96,10100.64,638,3,Unemployed,2,0,0
41296.9,13208.31,665,3,Unemployed,2,2,1
50381.51,2333.22,603,4,Unemployed,2,1,0
47690.28,14794.92,627,3,Employed,0,1,0
32169.62,9251.71,611,3,Employed,0,0,0
41150.43,17932.9,695,4,Employed,0,0,0
22150.89,13544.42,644,1,Unemployed,2,2,1
46032.32,15577.64,651,3,Unemployed,2,1,0
60961.53,11063.66,610,0,Employed,0,0,0
23452.62,12981.06,693,3,Employed,0,1,0
46543.54,17537.1,673,4,Self-Employed,1,0,0
53021.74,8591.38,651,3,Unemployed,2,1,0
54796.28,13768.42,606,3,Self-Employed,1,0,0
36045.72,14143.81,656,1,Unemployed,2,0,0
31773.23,17449.84,680,4,Employed,0,2,1
37955.38,9436.59,717,1,Self-Employed,1,4,0
59290.45,8606.39,690,0,Employed,0,1,0
24485.33,16756.81,626,3,Employed,0,1,1
30408.4,11099.72,552,0,Employed,0,2,0
39494.77,8404.59,679,1,Employed,0,1,0
33291.95,10018.22,588,3,Self-Employed,1,2,0
44499.93,6457.49,643,1,Unemployed,2,0,0
61974.31,11888.46,662,4,Self-Employed,1,2,0
30554.18,475.87,637,3,Self-Employed,1,1,0
43243.61,13063.42,665,3,Self-Employed,1,2,0
44900.99,5832.63,562,0,Unemployed,2,2,1
40984.97,17074.62,649,4,Unemployed,2,0,0
26058.9,9177.17,725,0,Unemployed,2,1,0
37346.09,8687.73,631,1,Employed,0,0,0
37381.96,12168.31,691,2,Unemployed,2,1,0
52602.05,13573.59,629,0,Employed,0,0,0
50034.95,12141.52,623,0,Self-Employed,1,1,0
26377.25,5515.36,617,1,Employed,0,0,0
40354.36,12470.15,576,1,Unemployed,2,2,1
38996.94,11684.42,666,4,Unemployed,2,3,1
68456.34,11531.83,640,2,Self-Employed,1,0,0
48507.76,14315.67,596,4,Unemployed,2,3,1
32070.74,8906.24,615,1,Self-Employed,1,3,0
35678.42,7469.32,561,0,Unemployed,2,3,1
40457.46,14459.22,666,4,Unemployed,2,1,0
49348.41,4203.75,627,2,Employed,0,0,0
50819.05,13132.26,634,0,Unemployed,2,1,0
47405.79,7151.18,677,2,Self-Employed,1,2,0
42482.82,17609.6,699,1,Employed,0,2,0
43368.0,6179.79,710,0,Employed,0,3,0
43452.37,6265.38,675,2,Self-Employed,1,0,0
23605.08,21319.16,628,0,Employed,0,2,1
44264.5,17050.54,587,4,Self-Employed,1,2,0
38072.95,8772.37,722,2,Unemployed,2,2,1
25166.04,7055.0,695,1,Employed,0,1,0
74014.59,8294.38,605,2,Self-Employed,1,2,0
48735.64,13440.96,706,0,Self-Employed,1,1,0
45157.24,13137.39,682,1,Self-Employed,1,0,0
40546.46,10404.42,610,0,Self-Employed,1,1,0
53762.67,18862.81,598,3,Employed,0,0,0
31052.4,8855.72,726,2,Employed,0,1,0
41247.55,4438.57,618,4,Self-Employed,1,1,0
33573.95,22678.81,692,1,Employed,0,0,1
53658.75,15659.16,668,4,Unemployed,2,1,0
35079.11,11179.91,547,0,Employed,0,1,0
58215.93,12834.29,661,4,Employed,0,0,0
43808.7,12483.03,649,4,Unemployed,2,6,1
54293.88,5508.79,712,4,Unemployed,2,0,0
49798.31,11932.97,691,2,Unemployed,2,0,0
57710.94,13728.59,652,4,Unemployed,2,1,0
33777.88,13533.6,714,2,Unemployed,2,0,0
55867.48,2464.19,623,3,Self-Employed,1,4,0
22648.94,12752.73,650,2,Self-Employed,1,2,0
45517.52,13859.62,663,4,Unemployed,2,0,0
38448.94,11797.44,577,0,Unemployed,2,2,1
28145.5,7141.73,641,4,Self-Employed,1,1,0
34277.73,17245.3,586,3,Self-Employed,1,1,1
37312.13,11866.13,626,3,Unemployed,2,2,1
42641.38,11144.54,548,4,Employed,0,2,0
38701.8,11376.38,571,0,Unemployed,2,1,0
45960.31,6138.54,718,0,Unemployed,2,0,0
35038.1,19820.4,711,0,Self-Employed,1,0,1
39277.71,16518.55,645,1,Self-Employed,1,1,1
41531.21,9239.54,660,2,Employed,0,3,0
47185.15,4304.79,596,1,Self-Employed,1,0,0
55186.17,14107.81,558,1,Unemployed,2,2,1
55243.96,14993.06,699,3,Employed,0,0,0
47849.81,12261.5,676,0,Unemployed,2,2,1
50163.04,10655.79,613,3,Self-Employed,1,1,0
48742.4,5335.78,601,0,Employed,0,0,0
41224.29,14394.13,658,2,Employed,0,0,0
55807.0,5269.09,653,0,Employed,0,2,0
34026.23,13103.1,684,4,Employed,0,1,0
20422.25,14906.62,619,1,Employed,0,2,0
32502.13,10769.07,612,3,Self-Employed,1,1,0
61837.45,10985.67,610,3,Self-Employed,1,0,0
41454.8,1915.06,760,4,Self-Employed,1,0,0
48289.55,8291.44,631,4,Self-Employed,1,2,0
41712.6,10085.77,659,1,Employed,0,2,0
51739.98,5540.9,564,0,Employed,0,1,0
45848.55,17131.69,622,1,Unemployed,2,0,0
44176.9,8892.63,629,4,Employed,0,0,0
52365.34,10139.26,741,4,Self-Employed,1,3,0
39411.86,19133.86,712,1,Self-Employed,1,0,1
49464.93,16086.21,577,2,Employed,0,2,0
42903.34,19033.0,684,2,Self-Employed,1,0,0
43710.88,17101.3,626,0,Employed,0,2,0
35176.83,14773.99,635,3,Self-Employed,1,1,0
42408.53,8790.83,583,2,Self-Employed,1,2,0
38505.09,6107.93,643,0,Unemployed,2,1,0
58559.04,15190.69,636,2,Self-Employed,1,0,0
24791.14,9818.53,552,0,Unemployed,2,1,0
55671.12,2611.32,682,3,Self-Employed,1,0,0
24068.91,13748.01,689,1,Unemployed,2,0,0
51446.59,12927.15,627,1,Unemployed,2,0,0
34947.24,6793.71,677,1,Unemployed,2,2,1
51795.87,17586.1,698,0,Self-Employed,1,3,0
43543.69,8517.46,603,4,Self-Employed,1,1,0
27811.76,20911.65,570,0,Self-Employed,1,0,1
61303.42,17256.73,669,2,Unemployed,2,0,0
54319.76,16042.71,671,2,Unemployed,2,1,0
51038.11,9571.16,730,3,Unemployed,2,1,0
37315.56,12692.74,642,4,Self-Employed,1,3,0
54733.02,13073.84,672,3,Self-Employed,1,0,0
29600.98,10840.0,626,1,Self-Employed,1,2,0
18268.25,12065.0,606,1,Self-Employed,1,2,0
26252.09,18931.07,695,0,Unemployed,2,0,1
33936.14,9205.49,687,0,Self-Employed,1,0,0
35941.96,13827.69,579,2,Unemployed,2,2,1
39781.88,9742.96,655,0,Self-Employed,1,1,0
40314.8,5703.76,621,4,Unemployed,2,2,1
37201.94,16245.44,685,4,Self-Employed,1,0,1
19604.22,13616.61,639,4,Self-Employed,1,1,0
47305.48,15936.81,648,2,Unemployed,2,5,1
41823.9,8169.05,691,1,Unemployed,2,1,0
36643.88,9512.73,676,0,Unemployed,2,0,0
61776.26,13577.42,590,4,Employed,0,0,0
42094.02,15093.18,652,4,Employed,0,0,0
45702.38,16772.83,655,4,Unemployed,2,1,0
54550.2,11596.67,604,2,Unemployed,2,1,0
27121.67,14014.33,668,4,Unemployed,2,0,0
44728.68,19150.15,677,4,Unemployed,2,2,1
54510.57,10468.61,576,0,Unemployed,2,1,0
43904.05,13125.65,618,1,Unemployed,2,1,0
29359.89,11417.65,662,4,Self-Employed,1,0,0
39210.29,12840.4,667,0,Unemployed,2,2,1
47267.84,17543.86,640,0,Unemployed,2,1,0
19717.47,9619.64,695,2,Self-Employed,1,1,0
28768.07,8630.12,653,4,Unemployed,2,2,1
68682.44,15505.38,644,3,Unemployed,2,2,1
50815.08,18038.87,682,1,Self-Employed,1,2,0
62801.65,6168.93,747,4,Self-Employed,1,1,0
55395.81,10646.69,660,4,Unemployed,2,1,0
49727.8,13259.3,652,0,Self-Employed,1,0,0
41291.05,12178.33,617,0,Employed,0,1,0
49574.57,12557.42,637,3,Employed,0,1,0
62399.57,12272.32,573,1,Employed,0,1,0
54906.47,9063.11,648,0,Employed,0,1,0
47001.72,1754.1,623,1,Unemployed,2,0,0
42931.84,11896.67,634,2,Self-Employed,1,2,0
50979.88,11090.14,682,2,Unemployed,2,1,0
38615.49,6020.9,661,4,Unemployed,2,0,0
50981.69,9280.96,709,1,Employed,0,0,0
36624.53,15563.72,714,1,Employed,0,0,1
40752.95,11214.52,639,0,Employed,0,1,0
32667.53,12747.15,685,2,Unemployed,2,0,0
39722.84,7719.96,665,0,Self-Employed,1,2,0
36795.27,14374.03,680,2,Employed,0,2,0
65302.98,20897.36,661,2,Unemployed,2,1,0
34266.05,14093.88,626,1,Self-Employed,1,2,0
49618.02,13752.38,663,1,Self-Employed,1,0,0
33637.41,13006.41,623,4,Self-Employed,1,0,0
45562.75,9359.6,732,1,Unemployed,2,0,0
48478.98,15839.38,690,4,Employed,0,0,0
22786.76,11512.85,798,4,Self-Employed,1,0,0
28227.58,18894.47,642,3,Self-Employed,1,1,1
33543.92,19146.56,697,0,Unemployed,2,2,1
29361.16,9848.14,745,3,Self-Employed,1,1,0
46009.02,15064.82,663,1,Self-Employed,1,0,0
47910.96,9648.92,653,1,Self-Employed,1,0,0
32243.14,16653.47,633,4,Employed,0,1,1
46490.38,8475.27,608,4,Unemployed,2,3,1
39911.06,12947.35,695,1,Employed,0,0,0
43806.29,14076.74,676,0,Employed,0,2,0
37458.92,15080.84,704,3,Unemployed,2,2,1
50851.88,7913.67,707,0,Employed,0,1,0
64619.15,13825.29,577,3,Unemployed,2,0,0
54292.01,12860.35,659,1,Employed,0,2,0
61720.69,7461.36,660,1,Employed,0,1,0
28166.1,16625.89,676,4,Employed,0,3,1
36891.49,18427.19,602,4,Unemployed,2,0,1
51782.83,12239.7,673,3,Employed,0,2,0
63099.53,11468.3,634,0,Unemployed,2,2,1
52805.29,10530.72,621,0,Self-Employed,1,2,0
32685.31,22134.45,619,2,Self-Employed,1,2,1
39784.11,15755.94,597,0,Employed,0,0,1
49000.85,9140.04,681,4,Self-Employed,1,4,0
43024.09,5632.26,524,3,Self-Employed,1,0,0
35414.73,10292.71,680,0,Unemployed,2,1,0
41516.95,10319.13,650,0,Employed,0,1,0
44826.77,13021.24,634,2,Unemployed,2,1,0
31980.94,12178.07,693,2,Employed,0,2,0
56814.11,16578.51,615,0,Employed,0,1,0
39724.62,1166.38,617,2,Self-Employed,1,0,0
44129.09,14150.91,596,4,Self-Employed,1,1,0
57420.63,15575.46,584,2,Self-Employed,1,0,0
43500.02,4812.28,648,0,Self-Employed,1,0,0
56764.31,8530.06,750,4,Self-Employed,1,0,0
32649.59,10064.31,624,1,Employed,0,0,0
50195.47,14025.39,666,1,Self-Employed,1,0,0
55071.87,10345.84,579,2,Employed,0,0,0
35041.58,11862.7,651,4,Unemployed,2,0,0
42859.56,8846.32,660,1,Employed,0,1,0
43107.89,12254.68,686,2,Self-Employed,1,2,0
47515.67,9474.42,588,2,Unemployed,2,1,0
50697.62,8489.33,698,1,Employed,0,1,0
34065.53,12562.44,587,0,Self-Employed,1,1,0
44279.34,15456.68,769,2,Employed,0,1,0
64095.82,13049.0,645,1,Self-Employed,1,0,0
57646.52,11099.34,753,2,Unemployed,2,0,0
54526.13,16035.69,727,2,Unemployed,2,3,1
42686.64,10165.96,614,4,Unemployed,2,3,1
70545.97,11680.88,585,0,Employed,0,2,0
57357.77,16680.12,656,3,Unemployed,2,3,1
45449.03,10277.52,606,3,Self-Employed,1,2,0
47644.93,9836.19,724,4,Employed,0,1,0
39493.8,14974.47,735,0,Employed,0,1,0
49720.46,8007.45,651,3,Employed,0,0,0
52116.9,16805.93,673,4,Employed,0,0,0
53431.3,4249.76,651,0,Self-Employed,1,1,0
42831.79,12298.7,555,1,Self-Employed,1,1,0
27315.61,9395.84,737,0,Unemployed,2,0,0
47901.46,13358.33,591,2,Employed,0,0,0
53481.52,17856.82,621,4,Self-Employed,1,4,0
33257.36,7371.27,712,4,Unemployed,2,2,1
43910.01,6380.45,567,2,Self-Employed,1,1,0
61097.59,16601.13,647,4,Unemployed,2,0,0
30558.3,11078.56,616,0,Self-Employed,1,1,0
41595.19,11669.23,669,0,Employed,0,0,0
62845.67,10936.25,641,2,Unemployed,2,2,1
46892.58,10549.59,710,4,Employed,0,0,0
38687.86,8350.52,704,4,Employed,0,2,0
44915.62,11029.81,715,3,Employed,0,2,0
54911.01,8628.45,700,0,Employed,0,3,0
42557.93,16004.87,696,3,Self-Employed,1,0,0
52170.99,9787.9,584,3,Unemployed,2,2,1
47819.88,17243.59,762,4,Self-Employed,1,0,0
48804.94,14676.06,613,2,Self-Employed,1,2,0
52938.5,7991.99,722,2,Unemployed,2,0,0
41462.06,7746.6,638,1,Unemployed,2,0,0
33665.87,11117.69,700,2,Employed,0,2,0
50692.75,9070.43,631,1,Unemployed,2,1,0
43411.15,9042.84,673,0,Unemployed,2,0,0
39622.67,15359.22,632,2,Self-Employed,1,0,1
51316.62,13097.69,529,4,Unemployed,2,0,0
60328.16,16921.09,641,4,Employed,0,2,0
43145.06,7712.34,738,2,Employed,0,1,0
45101.39,4668.05,620,3,Employed,0,0,0
30818.79,9077.59,688,4,Unemployed,2,1,0
42327.66,16307.39,588,4,Employed,0,2,0
47655.49,9491.71,640,1,Employed,0,1,0
44754.67,18546.94,651,2,Unemployed,2,1,0
40654.13,9867.17,634,0,Unemployed,2,0,0
53710.1,14336.7,621,0,Employed,0,0,0
45696.09,11896.51,594,2,Unemployed,2,1,0
76065.64,4159.44,693,3,Unemployed,2,1,0
